Area Name,Area Type,Year,Month,Date_Numeric,Seasonally Adjusted(Y/N),Status,Labor Force,Employment,Unemployment,Unemployment Rate,Benchmark
Bell Gardens city,Sub-County Place,2019,November,11/2019,N,Final,18500,17700,800,4.3,2023
Aptos CDP,Sub-County Place,2016,September,09/2016,N,Final,3500,3300,200,4.5,2023
Sunnyside Tahoe City CDP,Sub-County Place,2019,September,09/2019,N,Final,900,900,0,0.0,2023
Crestline CDP,Sub-County Place,2023,July,07/2023,N,Final,4600,4400,200,3.7,2023
Rancho Cucamonga city,Sub-County Place,2012,May,05/2012,N,Final,86600,79200,7400,8.6,2023
Mountain View city,Sub-County Place,2024,June,06/2024,N,Final,50100,48500,1600,3.2,2023
Chino Hills city,Sub-County Place,2013,June,06/2013,N,Final,39500,36400,3100,7.9,2023
Corcoran city,Sub-County Place,2017,January,01/2017,N,Final,4700,3700,1000,21.4,2023
Country Club CDP,Sub-County Place,2013,August,08/2013,N,Final,4100,3500,500,12.8,2023
Dinuba city,Sub-County Place,2017,March,03/2017,N,Final,10200,8900,1300,12.4,2023
Darwin CDP,Sub-County Place,2013,February,02/2013,N,Final,0,0,0,0.0,2023
Waterford city,Sub-County Place,2016,July,07/2016,N,Final,3800,3500,300,7.6,2023
Nipomo CDP,Sub-County Place,2023,June,06/2023,N,Final,8300,8100,300,3.2,2023
Los Angeles County,County,1993,April,04/1993,Y,Final,4377800,3934600,443300,10.1,2023
Mountain House CDP,Sub-County Place,2013,July,07/2013,N,Final,8900,8500,400,4.5,2023
Gonzales city,Sub-County Place,2015,August,08/2015,N,Final,4600,4400,200,3.9,2023
Boron CDP,Sub-County Place,2019,June,06/2019,N,Final,1000,900,100,9.5,2023
Laguna Niguel city,Sub-County Place,2016,May,05/2016,N,Final,34600,33300,1300,3.7,2023
Costa Mesa city,Sub-County Place,2014,November,11/2014,N,Final,65100,61700,3400,5.2,2023
Manton CDP,Sub-County Place,2017,January,01/2017,N,Final,60,60,10,14.1,2023
Grand Terrace city,Sub-County Place,2023,August,08/2023,N,Final,7000,6500,400,6.4,2023
San Luis Obispo-Paso Robles-Arroyo Grande MSA,Metropolitan Area,1994,December,12/1994,N,Final,100800,94300,6500,6.4,2021
Cloverdale city,Sub-County Place,2019,March,03/2019,N,Final,4700,4600,0,0.8,2023
Stanislaus County,County,1995,April,04/1995,N,Final,191400,157700,33700,17.6,2021
California,State,1995,May,05/1995,Y,Final,15299100,14088400,1210600,7.9,2023
Inyokern CDP,Sub-County Place,2013,December,12/2013,N,Final,300,300,0,8.8,2023
Ojai city,Sub-County Place,2011,June,06/2011,N,Final,3700,3300,400,11.4,2023
Yuba County,County,1992,August,08/1992,N,Final,24000,20200,3800,15.9,2023
Copperopolis CDP,Sub-County Place,2013,December,12/2013,N,Final,1730,1490,240,14.1,2023
Highgrove CDP,Sub-County Place,2024,April,04/2024,N,Final,3600,3500,100,3.6,2023
Los Angeles-Long Beach-Glendale MD,Metropolitan Area,1980,April,04/1980,N,Final,3755388,3534845,220543,5.9,2020
San Diego County,County,2015,April,04/2015,N,Final,1536400,1457900,78500,5.1,2023
Hawthorne city,Sub-County Place,2010,June,06/2010,N,Final,42500,37700,4700,11.2,2023
Hanford-Corcoran MSA,Metropolitan Area,1995,February,02/1995,N,Final,40900,33600,7300,17.9,2021
Corte Madera town,Sub-County Place,2013,November,11/2013,N,Final,5300,4900,300,6.2,2023
Lake Wildwood CDP,Sub-County Place,2018,March,03/2018,N,Final,1720,1650,70,4.3,2023
Elk Grove CDP,Sub-County Place,2023,September,09/2023,N,Final,87000,83500,3500,4.0,2023
North Highlands CDP,Sub-County Place,2010,January,01/2010,N,Final,19600,17300,2300,11.6,2023
Mono County,County,1993,March,03/1993,N,Final,6150,5730,420,6.8,2021
Soulsbyville CDP,Sub-County Place,2016,March,03/2016,N,Final,1040,940,100,10.0,2023
Aromas CDP (Monterey Co),Sub-County Place,2010,September,09/2010,N,Final,1800,1700,200,8.4,2023
Markleeville CDP,Sub-County Place,2020,August,08/2020,N,Final,30,30,0,0.0,2023
Manhattan Beach city,Sub-County Place,2017,November,11/2017,N,Final,20000,19400,600,3.2,2023
Visalia-Porterville MSA,Metropolitan Area,2002,August,08/2002,N,Final,181500,163000,18500,10.2,2021
Redondo Beach city,Sub-County Place,2019,August,08/2019,N,Final,41400,39700,1600,3.9,2023
Shasta County,County,2014,April,04/2014,N,Final,74000,66500,7500,10.1,2023
Walnut Creek city,Sub-County Place,2019,July,07/2019,N,Final,34600,33600,1000,2.8,2023
Soledad city,Sub-County Place,2015,February,02/2015,N,Final,7400,6200,1200,16.5,2023
Laguna Hills city,Sub-County Place,2024,February,02/2024,N,Final,17000,16300,700,3.8,2023
Visalia-Porterville MSA,Metropolitan Area,2016,September,09/2016,N,Final,202300,181600,20700,10.2,2023
Boyes Hot Springs CDP,Sub-County Place,2016,February,02/2016,N,Final,3800,3700,100,2.8,2023
Lindsay city,Sub-County Place,2011,February,02/2011,N,Final,5700,3700,2000,35.1,2023
Needles city,Sub-County Place,2013,June,06/2013,N,Final,1500,1200,300,20.7,2023
Merced MSA,Metropolitan Area,2012,September,09/2012,N,Final,117400,101500,15800,13.5,2023
Santa Maria city,Sub-County Place,2010,July,07/2010,N,Final,48000,42300,5600,11.7,2023
Dixon Lane Meadow Creek CDP,Sub-County Place,2016,March,03/2016,N,Final,1250,1110,140,11.2,2023
Placer County,County,1991,November,11/1991,N,Final,91500,85600,5800,6.4,2023
Kerman city,Sub-County Place,2022,October,10/2022,N,Final,7100,6600,500,7.4,2023
Rolling Hills Estates city,Sub-County Place,2018,December,12/2018,N,Final,3500,3300,200,4.5,2023
Hawthorne city,Sub-County Place,2022,December,12/2022,N,Final,42900,41000,1900,4.3,2023
El Monte city,Sub-County Place,2013,January,01/2013,N,Final,52000,45100,6900,13.3,2023
Perris city,Sub-County Place,2012,October,10/2012,N,Final,28500,23900,4600,16.1,2023
Santa Cruz County,County,1998,June,06/1998,N,Final,142800,134800,8000,5.6,2021
Weldon CDP,Sub-County Place,2021,December,12/2021,N,Final,800,700,100,6.9,2023
Yolo County,County,1999,April,04/1999,N,Final,89500,85300,4100,4.6,2023
Winton CDP,Sub-County Place,2021,July,07/2021,N,Final,4600,4000,600,14.0,2023
Antioch city,Sub-County Place,2019,September,09/2019,N,Final,50600,48800,1800,3.6,2023
Oakdale city,Sub-County Place,2014,July,07/2014,N,Final,10600,9300,1300,12.5,2023
Laguna Beach city,Sub-County Place,2012,April,04/2012,N,Final,12300,11600,700,6.0,2023
San Bernardino County,County,2000,September,09/2000,N,Final,732600,698900,33800,4.6,2023
Indian Falls CDP,Sub-County Place,2013,December,12/2013,N,Final,0,0,0,0.0,2023
Perris city,Sub-County Place,2024,June,06/2024,N,Final,32100,30000,2200,6.7,2023
Rialto city,Sub-County Place,2013,May,05/2013,N,Final,42800,37900,4800,11.3,2023
Romoland CDP,Sub-County Place,2014,November,11/2014,N,Final,1100,1000,100,5.6,2023
Pittsburg city,Sub-County Place,2022,December,12/2022,N,Final,33500,32200,1300,3.9,2023
Calexico city,Sub-County Place,2014,November,11/2014,N,Final,17900,13100,4800,26.6,2023
Siskiyou County,County,1994,August,08/1994,N,Final,19140,16860,2280,11.9,2021
March AFB CDP,Sub-County Place,2022,October,10/2022,N,Final,200,200,0,0.0,2023
San Francisco-Redwood City-South San Francisco MD,Metropolitan Area,1995,August,08/1995,N,Final,768200,725300,42900,5.6,2021
San Jose city,Sub-County Place,2020,July,07/2020,N,Final,550000,490500,59500,10.8,2023
Mono County,County,2020,November,11/2020,N,Final,7430,6740,690,9.3,2023
San Ardo CDP,Sub-County Place,2010,June,06/2010,N,Final,400,300,100,28.7,2023
Calaveras County,County,1993,May,05/1993,N,Final,14360,12560,1810,12.6,2021
Ukiah city,Sub-County Place,2013,May,05/2013,N,Final,7880,7260,620,7.9,2023
Fresno MSA,Metropolitan Area,2005,August,08/2005,N,Final,416400,385400,31000,7.4,2021
Sutter Creek city,Sub-County Place,2011,December,12/2011,N,Final,1080,780,300,27.5,2023
Yucca Valley town,Sub-County Place,2021,May,05/2021,N,Final,9400,8400,1000,10.5,2023
Oakland city,Sub-County Place,2017,September,09/2017,N,Final,213300,204800,8500,4.0,2023
Lebec CDP,Sub-County Place,2022,August,08/2022,N,Final,400,400,0,3.2,2023
Willow Creek CDP,Sub-County Place,2016,July,07/2016,N,Final,500,500,0,3.5,2023
Laytonville CDP,Sub-County Place,2014,June,06/2014,N,Final,410,350,60,15.3,2023
San Joaquin County,County,1994,October,10/1994,N,Final,239700,212400,27300,11.4,2021
Windsor town,Sub-County Place,2014,October,10/2014,N,Final,14000,13400,600,4.4,2023
Salinas MSA,Metropolitan Area,2014,January,01/2014,N,Final,205600,177600,28000,13.6,2023
Cartago CDP,Sub-County Place,2016,April,04/2016,N,Final,30,30,0,0.0,2023
San Rafael MD,Metropolitan Area,2005,September,09/2005,N,Final,129200,124400,4900,3.8,2021
Carmel by the Sea city,Sub-County Place,2012,February,02/2012,N,Final,1600,1500,100,3.9,2023
Santa Maria-Santa Barbara MSA,Metropolitan Area,1990,May,05/1990,N,Final,195000,187300,7700,4.0,2021
Dustin Acres CDP,Sub-County Place,2011,October,10/2011,N,Final,100,100,0,0.0,2023
Yuba City MSA,Metropolitan Area,2004,November,11/2004,N,Final,65600,59400,6300,9.6,2021
Desert Hot Springs city,Sub-County Place,2018,April,04/2018,N,Final,11300,10800,600,4.9,2023
Johannesburg CDP,Sub-County Place,2017,October,10/2017,N,Final,0,0,0,0.0,2023
Los Gatos town,Sub-County Place,2023,May,05/2023,N,Final,15900,15400,500,3.2,2023
Novato city,Sub-County Place,2017,August,08/2017,N,Final,29800,28800,1000,3.2,2023
Imperial County,County,1996,January,01/1996,N,Final,56900,40200,16700,29.3,2021
Mendocino CDP,Sub-County Place,2024,March,03/2024,N,Final,460,450,10,2.0,2023
Los Alamos CDP,Sub-County Place,2020,October,10/2020,N,Final,700,700,0,0.8,2023
Ben Lomond CDP,Sub-County Place,2016,April,04/2016,N,Final,4000,3600,400,9.6,2023
Paradise town,Sub-County Place,2022,November,11/2022,N,Final,1800,1700,100,6.4,2023
Elk Grove CDP,Sub-County Place,2018,November,11/2018,N,Final,82600,80000,2500,3.1,2023
Traver CDP,Sub-County Place,2010,March,03/2010,N,Final,200,200,0,19.9,2023
Riverside County,County,2002,February,02/2002,N,Final,739600,693700,45900,6.2,2023
La Crescenta Montrose CDP,Sub-County Place,2014,August,08/2014,N,Final,9800,8900,900,9.1,2023
Valley Springs CDP,Sub-County Place,2014,July,07/2014,N,Final,2140,1930,210,10.0,2023
San Lorenzo CDP,Sub-County Place,2018,April,04/2018,N,Final,14600,14200,500,3.4,2023
Avocado Heights CDP,Sub-County Place,2023,July,07/2023,N,Final,6800,6400,300,5.1,2023
Kettleman City CDP,Sub-County Place,2013,August,08/2013,N,Final,500,400,0,4.4,2023
Greenville CDP,Sub-County Place,2022,July,07/2022,N,Final,420,390,30,7.0,2023
Esparto CDP,Sub-County Place,2018,February,02/2018,N,Final,1900,1800,100,2.8,2023
Fresno MSA,Metropolitan Area,2008,November,11/2008,N,Final,432900,380300,52700,12.2,2021
La Palma city,Sub-County Place,2018,September,09/2018,N,Final,7600,7400,200,2.0,2023
Darwin CDP,Sub-County Place,2022,October,10/2022,N,Final,0,0,0,0.0,2023
Lucerne CDP,Sub-County Place,2023,July,07/2023,N,Final,1300,1230,70,5.2,2023
Santa Barbara County,County,2011,October,10/2011,N,Final,213000,193400,19600,9.2,2023
San Jose city,Sub-County Place,2016,May,05/2016,N,Final,542100,523000,19100,3.5,2023
Banning city,Sub-County Place,2011,June,06/2011,N,Final,10200,8900,1300,12.4,2023
Barstow city,Sub-County Place,2013,February,02/2013,N,Final,8200,6900,1300,15.4,2023
San Martin CDP,Sub-County Place,2019,February,02/2019,N,Final,3700,3600,100,3.3,2023
San Joaquin County,County,2011,December,12/2011,N,Final,311000,261500,49500,15.9,2023
Covelo CDP,Sub-County Place,2011,June,06/2011,N,Final,480,370,110,21.9,2023
Mission Canyon CDP,Sub-County Place,2024,February,02/2024,N,Final,1300,1300,0,1.2,2023
Parlier city,Sub-County Place,2017,September,09/2017,N,Final,6500,6200,300,3.9,2023
Challenge Brownsville CDP,Sub-County Place,2024,April,04/2024,N,Final,300,200,0,3.2,2023
Woodcrest CDP,Sub-County Place,2017,July,07/2017,N,Final,8300,7900,400,4.7,2023
Bethel Island CDP,Sub-County Place,2016,September,09/2016,N,Final,900,800,100,11.8,2023
Rossmoor CDP,Sub-County Place,2020,November,11/2020,N,Final,5000,4600,300,6.8,2023
Sutter Creek city,Sub-County Place,2022,July,07/2022,N,Final,920,840,90,9.3,2023
Hillsborough town,Sub-County Place,2017,April,04/2017,N,Final,5400,5300,100,2.5,2023
Alturas city,Sub-County Place,2024,May,05/2024,N,Final,960,870,90,9.1,2023
Tulare County,County,2005,December,12/2005,N,Final,182500,165100,17400,9.5,2021
Woodland city,Sub-County Place,2013,September,09/2013,N,Final,28500,26100,2400,8.6,2023
Avery CDP,Sub-County Place,2012,February,02/2012,N,Final,230,110,110,49.3,2023
Le Grand CDP,Sub-County Place,2017,September,09/2017,N,Final,700,600,0,6.7,2023
Lake County,County,2008,December,12/2008,N,Final,24450,21110,3350,13.7,2021
Yountville town,Sub-County Place,2021,April,04/2021,N,Final,1500,1300,200,10.3,2023
South San Francisco city,Sub-County Place,2014,February,02/2014,N,Final,36800,34900,1900,5.1,2023
Rancho Palos Verdes city,Sub-County Place,2011,November,11/2011,N,Final,18500,17400,1100,5.7,2023
Coalinga city,Sub-County Place,2022,March,03/2022,N,Final,6100,5500,600,9.2,2023
Cutler CDP,Sub-County Place,2015,February,02/2015,N,Final,2200,1600,600,28.2,2023
Ventura County,County,2011,April,04/2011,N,Final,430600,388000,42600,9.9,2023
East San Gabriel CDP,Sub-County Place,2016,November,11/2016,N,Final,11500,10900,600,5.3,2023
Solvang city,Sub-County Place,2018,December,12/2018,N,Final,3000,2900,100,3.3,2023
Grover Beach city,Sub-County Place,2011,August,08/2011,N,Final,7000,6600,500,6.7,2023
Salinas city,Sub-County Place,2020,October,10/2020,N,Final,76000,69800,6100,8.1,2023
Santa Maria-Santa Barbara MSA,Metropolitan Area,2003,November,11/2003,N,Final,210500,199500,11100,5.2,2021
Modoc County,County,2011,April,04/2011,N,Final,3590,2980,610,16.9,2023
Point Arena city,Sub-County Place,2019,July,07/2019,N,Final,190,180,10,4.7,2023
Lomita city,Sub-County Place,2011,December,12/2011,N,Final,10300,9800,500,4.9,2023
Watsonville city,Sub-County Place,2016,May,05/2016,N,Final,26900,23600,3300,12.4,2023
Trinity County,County,1995,February,02/1995,N,Final,5310,4280,1030,19.4,2021
Dixon city,Sub-County Place,2010,June,06/2010,N,Final,9000,8100,900,9.8,2023
Anaheim city,Sub-County Place,2012,March,03/2012,N,Final,169900,151800,18000,10.6,2023
Perris city,Sub-County Place,2011,April,04/2011,N,Final,28200,23000,5100,18.2,2023
Larkspur city,Sub-County Place,2014,September,09/2014,N,Final,7100,7000,100,1.9,2023
Sonora city,Sub-County Place,2018,February,02/2018,N,Final,1960,1850,120,6.0,2023
Yucca Valley town,Sub-County Place,2021,April,04/2021,N,Final,9400,8400,1100,11.2,2023
Visalia-Porterville MSA,Metropolitan Area,1996,April,04/1996,N,Final,157800,132300,25500,16.1,2021
Vineyard CDP,Sub-County Place,2016,October,10/2016,N,Final,18200,17400,700,4.1,2023
Trinity County,County,2000,June,06/2000,N,Final,5260,4840,430,8.1,2021
Santa Clara County,County,2004,February,02/2004,N,Final,828100,768600,59500,7.2,2023
Mesa Vista CDP,Sub-County Place,2018,April,04/2018,N,Final,90,90,0,1.1,2023
South Whittier CDP,Sub-County Place,2010,July,07/2010,N,Final,27900,25100,2800,10.1,2023
Calipatria city,Sub-County Place,2016,April,04/2016,N,Final,1300,1000,300,25.7,2023
Frazier Park CDP,Sub-County Place,2010,July,07/2010,N,Final,1500,1300,200,15.7,2023
Pacific Grove city,Sub-County Place,2012,October,10/2012,N,Final,8200,7400,700,9.0,2023
Lennox CDP,Sub-County Place,2013,June,06/2013,N,Final,11200,10000,1200,10.5,2023
Keddie CDP,Sub-County Place,2012,March,03/2012,N,Final,40,20,20,54.8,2023
Val Verde CDP,Sub-County Place,2012,August,08/2012,N,Final,1500,1300,200,11.2,2023
Sebastopol city,Sub-County Place,2016,January,01/2016,N,Final,4000,3800,200,4.8,2023
Larkspur city,Sub-County Place,2024,March,03/2024,N,Final,6800,6700,100,1.7,2023
Mountain Mesa CDP,Sub-County Place,2017,December,12/2017,N,Final,100,100,0,0.0,2023
Dollar Point CDP,Sub-County Place,2016,December,12/2016,N,Final,500,500,0,3.1,2023
Williams city,Sub-County Place,2022,July,07/2022,N,Final,2730,2270,460,16.9,2023
San Luis Obispo-Paso Robles-Arroyo Grande MSA,Metropolitan Area,2017,October,10/2017,N,Final,140800,136300,4500,3.2,2023
Walnut Creek city,Sub-County Place,2018,December,12/2018,N,Final,34500,33600,900,2.7,2023
Fresno County,County,1997,November,11/1997,N,Final,358900,307700,51300,14.3,2021
Mountain Mesa CDP,Sub-County Place,2022,March,03/2022,N,Final,100,100,0,0.0,2023
Duarte city,Sub-County Place,2015,May,05/2015,N,Final,11100,10400,700,6.4,2023
Amador City city,Sub-County Place,2017,November,11/2017,N,Final,100,100,10,5.0,2023
Tuolumne County,County,2016,October,10/2016,N,Final,21480,20270,1210,5.6,2023
Ferndale city,Sub-County Place,2011,December,12/2011,N,Final,600,500,0,6.9,2023
Redwood City city,Sub-County Place,2016,June,06/2016,N,Final,48900,47400,1500,3.1,2023
Alpine County,County,1991,April,04/1991,N,Final,490,470,20,3.3,2021
Brentwood city,Sub-County Place,2022,July,07/2022,N,Final,29200,28200,1000,3.5,2023
Cambria CDP,Sub-County Place,2015,July,07/2015,N,Final,2400,2200,100,5.1,2023
Menlo Park city,Sub-County Place,2022,June,06/2022,N,Final,20200,19700,400,2.1,2023
Whittier city,Sub-County Place,2016,April,04/2016,N,Final,43400,41100,2200,5.2,2023
San Juan Capistrano city,Sub-County Place,2014,October,10/2014,N,Final,17300,16300,1000,5.8,2023
Buellton city,Sub-County Place,2014,January,01/2014,N,Final,2800,2700,100,3.4,2023
Wheatland city,Sub-County Place,2013,July,07/2013,N,Final,1400,1300,100,4.3,2023
Mission Canyon CDP,Sub-County Place,2010,February,02/2010,N,Final,1200,1200,0,2.2,2023
Antioch city,Sub-County Place,2013,October,10/2013,N,Final,49900,44900,5000,10.0,2023
Hanford-Corcoran MSA,Metropolitan Area,2016,April,04/2016,N,Final,57100,51200,5800,10.2,2023
Hemet city,Sub-County Place,2019,December,12/2019,N,Final,30100,28500,1600,5.2,2023
King City city,Sub-County Place,2023,October,10/2023,N,Final,5600,5400,200,3.9,2023
South San Gabriel CDP,Sub-County Place,2017,July,07/2017,N,Final,3800,3600,100,3.3,2023
Norwalk city,Sub-County Place,2010,September,09/2010,N,Final,50900,44400,6500,12.8,2023
Alondra Park CDP,Sub-County Place,2022,December,12/2022,N,Final,4000,3900,100,2.9,2023
Squirrel Mountain Valley CDP,Sub-County Place,2024,March,03/2024,N,Final,300,200,100,22.9,2023
Hollister city,Sub-County Place,2019,September,09/2019,N,Final,20600,19700,900,4.3,2023
Fort Bragg city,Sub-County Place,2017,November,11/2017,N,Final,2480,2400,80,3.2,2023
Winchester CDP,Sub-County Place,2010,November,11/2010,N,Final,1100,1000,100,11.3,2023
Plumas Eureka CDP,Sub-County Place,2020,April,04/2020,N,Final,130,100,30,22.4,2023
Inyo County,County,2023,February,02/2023,N,Final,8220,7880,340,4.2,2023
Aptos Hills Larkin Valley CDP,Sub-County Place,2012,November,11/2012,N,Final,700,600,0,4.9,2023
Ashland CDP,Sub-County Place,2024,January,01/2024,N,Final,11300,10600,700,6.4,2023
Parksdale CDP,Sub-County Place,2019,February,02/2019,N,Final,1000,900,200,17.5,2023
Hydesville CDP,Sub-County Place,2015,April,04/2015,N,Final,400,400,0,0.0,2023
Hughson city,Sub-County Place,2016,May,05/2016,N,Final,3400,3000,400,11.5,2023
Beaumont city,Sub-County Place,2020,April,04/2020,N,Final,23400,20000,3400,14.4,2023
Belden CDP,Sub-County Place,2010,December,12/2010,N,Final,0,0,0,0.0,2023
C Road CDP,Sub-County Place,2011,March,03/2011,N,Final,30,30,0,0.0,2023
Temple City city,Sub-County Place,2016,May,05/2016,N,Final,18000,17200,800,4.4,2023
Home Gardens CDP,Sub-County Place,2016,October,10/2016,N,Final,5700,5500,200,3.7,2023
Healdsburg city,Sub-County Place,2014,November,11/2014,N,Final,5600,5300,300,5.9,2023
Cobb CDP,Sub-County Place,2015,October,10/2015,N,Final,420,400,20,4.3,2023
Dollar Point CDP,Sub-County Place,2017,April,04/2017,N,Final,500,500,0,2.9,2023
Fall River Mills CDP,Sub-County Place,2014,July,07/2014,N,Final,200,200,0,13.6,2023
Hawthorne city,Sub-County Place,2011,July,07/2011,N,Final,42700,37600,5000,11.8,2023
Irwindale city,Sub-County Place,2018,November,11/2018,N,Final,700,700,0,4.0,2023
Del Norte County,County,1991,June,06/1991,N,Final,9950,8850,1110,11.1,2021
San Buenaventura (Ventura) city,Sub-County Place,2013,April,04/2013,N,Final,57500,53200,4300,7.5,2023
